participant;IP;task;SS;SL;SP;DS;DL;DP;taskname
12;128.111.97.61;SSDP;0;0;0;0;0;1;SA4_Rep3
12;128.111.97.61;SLDP;0;0;0;0;0;1;SA5
12;128.111.97.61;SLDP;0;0;0;0;0;1;SA5_Rep2
12;128.111.97.61;SLDP;0;0;0;0;0;1;SA5_Rep3
12;128.111.97.61;SPDL;0;0;0;0;1;0;SA6
12;128.111.97.61;SPDL;0;0;1;0;0;0;SA6_Rep2
12;128.111.97.61;SPDL;0;0;1;0;0;0;SA6_Rep3
12;128.111.97.61;SLSS;0;1;0;0;0;0;SA7
12;128.111.97.61;SLSS;1;0;0;0;0;0;SA7_Rep2
12;128.111.97.61;SLSS;1;0;0;0;0;0;SA7_Rep3
12;128.111.97.61;SPSL;0;0;1;0;0;0;SA8
12;128.111.97.61;SPSL;0;0;1;0;0;0;SA8_Rep2
12;128.111.97.61;SPSL;0;0;1;0;0;0;SA8_Rep3
12;128.111.97.61;SPDS;0;0;0;1;0;0;SA9
12;128.111.97.61;SPDS;0;0;0;1;0;0;SA9_Rep2
12;128.111.97.61;SPDS;0;0;1;0;0;0;SA9_Rep3
12;128.111.97.61;SSSP;1;0;0;0;0;0;SA10
12;128.111.97.61;SSSP;1;0;0;0;0;0;SA10_Rep2
12;128.111.97.61;SSSP;0;0;1;0;0;0;SA10_Rep3
12;128.111.97.61;SLDS;0;0;0;1;0;0;SA11
12;128.111.97.61;SLDS;0;0;0;1;0;0;SA11_Rep2
12;128.111.97.61;SLDS;0;0;0;1;0;0;SA11_Rep3
12;128.111.97.61;DPDS;0;0;0;0;0;1;SA12
12;128.111.97.61;DPDS;0;0;0;1;0;0;SA12_Rep2
12;128.111.97.61;DPDS;0;0;0;0;0;1;SA12_Rep3
12;128.111.97.61;DLDS;0;0;0;1;0;0;SA13
12;128.111.97.61;DLDS;0;0;0;1;0;0;SA13_Rep2
12;128.111.97.61;DLDS;0;0;0;1;0;0;SA13_Rep3
13;174.28.166.253;DPDL;0;0;0;0;1;0;SA2
13;174.28.166.253;DPDL;0;0;0;0;0;1;SA2_Rep2
13;174.28.166.253;DPDL;0;0;0;0;1;0;SA2_Rep3
13;174.28.166.253;SSDL;1;0;0;0;0;0;SA3
13;174.28.166.253;SSDL;1;0;0;0;0;0;SA3_Rep2
13;174.28.166.253;SSDL;1;0;0;0;0;0;SA3_Rep3
13;174.28.166.253;SSDP;0;0;0;0;0;1;SA4
13;174.28.166.253;SSDP;1;0;0;0;0;0;SA4_Rep2
13;174.28.166.253;SSDP;1;0;0;0;0;0;SA4_Rep3
13;174.28.166.253;SLDP;0;1;0;0;0;0;SA5
13;174.28.166.253;SLDP;0;1;0;0;0;0;SA5_Rep2
13;174.28.166.253;SLDP;0;1;0;0;0;0;SA5_Rep3
13;174.28.166.253;SPDL;0;0;0;0;1;0;SA6
13;174.28.166.253;SPDL;0;0;0;0;1;0;SA6_Rep2
13;174.28.166.253;SPDL;0;0;0;0;1;0;SA6_Rep3
13;174.28.166.253;SLSS;0;1;0;0;0;0;SA7
13;174.28.166.253;SLSS;1;0;0;0;0;0;SA7_Rep2
13;174.28.166.253;SLSS;1;0;0;0;0;0;SA7_Rep3
13;174.28.166.253;SPSL;0;0;1;0;0;0;SA8
13;174.28.166.253;SPSL;0;1;0;0;0;0;SA8_Rep2
13;174.28.166.253;SPSL;0;0;1;0;0;0;SA8_Rep3
13;174.28.166.253;SPDS;0;0;0;1;0;0;SA9
13;174.28.166.253;SPDS;0;0;0;1;0;0;SA9_Rep2
13;174.28.166.253;SPDS;0;0;0;1;0;0;SA9_Rep3
13;174.28.166.253;SSSP;1;0;0;0;0;0;SA10
13;174.28.166.253;SSSP;0;0;1;0;0;0;SA10_Rep2
13;174.28.166.253;SSSP;1;0;0;0;0;0;SA10_Rep3
13;174.28.166.253;SLDS;0;0;0;1;0;0;SA11
13;174.28.166.253;SLDS;0;0;0;1;0;0;SA11_Rep2
13;174.28.166.253;SLDS;0;0;0;1;0;0;SA11_Rep3
13;174.28.166.253;DPDS;0;0;0;1;0;0;SA12
13;174.28.166.253;DPDS;0;0;0;1;0;0;SA12_Rep2
13;174.28.166.253;DPDS;0;0;0;1;0;0;SA12_Rep3
13;174.28.166.253;DLDS;0;0;0;1;0;0;SA13
13;174.28.166.253;DLDS;0;0;0;1;0;0;SA13_Rep2
13;174.28.166.253;DLDS;0;0;0;1;0;0;SA13_Rep3
14;72.23.109.92;DPDL;0;0;0;0;0;1;SA2
14;72.23.109.92;DPDL;0;0;0;0;0;1;SA2_Rep2
14;72.23.109.92;DPDL;0;0;0;0;0;1;SA2_Rep3
14;72.23.109.92;SSDL;1;0;0;0;0;0;SA3
14;72.23.109.92;SSDL;1;0;0;0;0;0;SA3_Rep2
14;72.23.109.92;SSDL;0;0;0;0;1;0;SA3_Rep3
14;72.23.109.92;SSDP;0;0;0;0;0;1;SA4
14;72.23.109.92;SSDP;0;0;0;0;0;1;SA4_Rep2
14;72.23.109.92;SSDP;0;0;0;0;0;1;SA4_Rep3
14;72.23.109.92;SLDP;0;0;0;0;0;1;SA5
14;72.23.109.92;SLDP;0;0;0;0;0;1;SA5_Rep2
14;72.23.109.92;SLDP;0;0;0;0;0;1;SA5_Rep3
14;72.23.109.92;SPDL;0;0;1;0;0;0;SA6
14;72.23.109.92;SPDL;0;0;1;0;0;0;SA6_Rep2
14;72.23.109.92;SPDL;0;0;1;0;0;0;SA6_Rep3
14;72.23.109.92;SLSS;0;1;0;0;0;0;SA7
14;72.23.109.92;SLSS;1;0;0;0;0;0;SA7_Rep2
14;72.23.109.92;SLSS;1;0;0;0;0;0;SA7_Rep3
14;72.23.109.92;SPSL;0;0;1;0;0;0;SA8
14;72.23.109.92;SPSL;0;0;1;0;0;0;SA8_Rep2
14;72.23.109.92;SPSL;0;0;1;0;0;0;SA8_Rep3
14;72.23.109.92;SPDS;0;0;1;0;0;0;SA9
14;72.23.109.92;SPDS;0;0;1;0;0;0;SA9_Rep2
14;72.23.109.92;SPDS;0;0;1;0;0;0;SA9_Rep3
14;72.23.109.92;SSSP;0;0;1;0;0;0;SA10
14;72.23.109.92;SSSP;0;0;1;0;0;0;SA10_Rep2
14;72.23.109.92;SSSP;0;0;1;0;0;0;SA10_Rep3
14;72.23.109.92;SLDS;0;0;0;1;0;0;SA11
14;72.23.109.92;SLDS;0;0;0;1;0;0;SA11_Rep2
14;72.23.109.92;SLDS;0;0;0;1;0;0;SA11_Rep3
14;72.23.109.92;DPDS;0;0;0;0;0;1;SA12
14;72.23.109.92;DPDS;0;0;0;0;0;1;SA12_Rep2
14;72.23.109.92;DPDS;0;0;0;0;0;1;SA12_Rep3
14;72.23.109.92;DLDS;0;0;0;1;0;0;SA13
14;72.23.109.92;DLDS;0;0;0;1;0;0;SA13_Rep2
14;72.23.109.92;DLDS;0;0;0;1;0;0;SA13_Rep3
15;75.118.14.62;DPDL;0;0;0;0;0;1;SA2
15;75.118.14.62;DPDL;0;0;0;0;0;1;SA2_Rep2
15;75.118.14.62;DPDL;0;0;0;0;0;1;SA2_Rep3
15;75.118.14.62;SSDL;1;0;0;0;0;0;SA3
15;75.118.14.62;SSDL;0;0;0;0;1;0;SA3_Rep2
15;75.118.14.62;SSDL;0;0;0;0;1;0;SA3_Rep3
15;75.118.14.62;SSDP;0;0;0;0;0;1;SA4
15;75.118.14.62;SSDP;0;0;0;0;0;1;SA4_Rep2
15;75.118.14.62;SSDP;0;0;0;0;0;1;SA4_Rep3
15;75.118.14.62;SLDP;0;0;0;0;0;0;SA5
15;75.118.14.62;SLDP;0;0;0;0;0;1;SA5_Rep2
15;75.118.14.62;SLDP;0;1;0;0;0;0;SA5_Rep3
15;75.118.14.62;SPDL;0;0;1;0;0;0;SA6
15;75.118.14.62;SPDL;0;0;1;0;0;0;SA6_Rep2
15;75.118.14.62;SPDL;0;0;1;0;0;0;SA6_Rep3
15;75.118.14.62;SLSS;0;1;0;0;0;0;SA7
15;75.118.14.62;SLSS;0;1;0;0;0;0;SA7_Rep2
15;75.118.14.62;SLSS;1;0;0;0;0;0;SA7_Rep3
15;75.118.14.62;SPSL;0;0;1;0;0;0;SA8
15;75.118.14.62;SPSL;0;1;0;0;0;0;SA8_Rep2
15;75.118.14.62;SPSL;0;0;1;0;0;0;SA8_Rep3
15;75.118.14.62;SPDS;0;0;1;0;0;0;SA9
15;75.118.14.62;SPDS;0;0;0;1;0;0;SA9_Rep2
15;75.118.14.62;SPDS;0;0;0;1;0;0;SA9_Rep3
15;75.118.14.62;SSSP;1;0;0;0;0;0;SA10
15;75.118.14.62;SSSP;0;0;1;0;0;0;SA10_Rep2
15;75.118.14.62;SSSP;0;0;1;0;0;0;SA10_Rep3
15;75.118.14.62;SLDS;0;0;0;0;0;0;SA11
15;75.118.14.62;SLDS;0;0;0;1;0;0;SA11_Rep2
15;75.118.14.62;SLDS;0;1;0;0;0;0;SA11_Rep3
15;75.118.14.62;DPDS;0;0;0;0;0;1;SA12
15;75.118.14.62;DPDS;0;0;0;0;0;1;SA12_Rep2
15;75.118.14.62;DPDS;0;0;0;1;0;0;SA12_Rep3
15;75.118.14.62;DLDS;0;0;0;1;0;0;SA13
15;75.118.14.62;DLDS;0;0;0;1;0;0;SA13_Rep2
15;75.118.14.62;DLDS;0;0;0;1;0;0;SA13_Rep3
16;68.38.231.134;DPDL;0;0;0;0;0;1;SA2
16;68.38.231.134;DPDL;0;0;0;0;0;1;SA2_Rep2
16;68.38.231.134;DPDL;0;0;0;0;0;1;SA2_Rep3
16;68.38.231.134;SSDL;1;0;0;0;0;0;SA3
16;68.38.231.134;SSDL;1;0;0;0;0;0;SA3_Rep2
16;68.38.231.134;SSDL;0;0;0;0;1;0;SA3_Rep3
16;68.38.231.134;SSDP;0;0;0;0;0;1;SA4
16;68.38.231.134;SSDP;0;0;0;0;0;1;SA4_Rep2
16;68.38.231.134;SSDP;0;0;0;0;0;1;SA4_Rep3
16;68.38.231.134;SLDP;0;0;0;0;0;1;SA5
16;68.38.231.134;SLDP;0;0;0;0;0;1;SA5_Rep2
16;68.38.231.134;SLDP;0;0;0;0;0;1;SA5_Rep3
16;68.38.231.134;SPDL;0;0;1;0;0;0;SA6
16;68.38.231.134;SPDL;0;0;0;0;1;0;SA6_Rep2
16;68.38.231.134;SPDL;0;0;0;0;1;0;SA6_Rep3
16;68.38.231.134;SLSS;0;1;0;0;0;0;SA7
16;68.38.231.134;SLSS;0;1;0;0;0;0;SA7_Rep2
16;68.38.231.134;SLSS;0;1;0;0;0;0;SA7_Rep3
16;68.38.231.134;SPSL;0;1;0;0;0;0;SA8
16;68.38.231.134;SPSL;0;0;1;0;0;0;SA8_Rep2
16;68.38.231.134;SPSL;0;1;0;0;0;0;SA8_Rep3
16;68.38.231.134;SPDS;0;0;0;1;0;0;SA9
16;68.38.231.134;SPDS;0;0;0;1;0;0;SA9_Rep2
16;68.38.231.134;SPDS;0;0;0;1;0;0;SA9_Rep3
16;68.38.231.134;SSSP;1;0;0;0;0;0;SA10
16;68.38.231.134;SSSP;1;0;0;0;0;0;SA10_Rep2
16;68.38.231.134;SSSP;1;0;0;0;0;0;SA10_Rep3
16;68.38.231.134;SLDS;0;0;0;1;0;0;SA11
16;68.38.231.134;SLDS;0;0;0;1;0;0;SA11_Rep2
16;68.38.231.134;SLDS;0;0;0;1;0;0;SA11_Rep3
16;68.38.231.134;DPDS;0;0;0;0;0;1;SA12
16;68.38.231.134;DPDS;0;0;0;0;0;1;SA12_Rep2
16;68.38.231.134;DPDS;0;0;0;0;0;1;SA12_Rep3
16;68.38.231.134;DLDS;0;0;0;1;0;0;SA13
16;68.38.231.134;DLDS;0;0;0;1;0;0;SA13_Rep2
16;68.38.231.134;DLDS;0;0;0;1;0;0;SA13_Rep3
17;108.193.223.1;DPDL;0;0;0;0;1;0;SA2
17;108.193.223.1;DPDL;0;0;0;0;1;0;SA2_Rep2
17;108.193.223.1;DPDL;0;0;0;0;1;0;SA2_Rep3
17;108.193.223.1;SSDL;1;0;0;0;0;0;SA3
17;108.193.223.1;SSDL;1;0;0;0;0;0;SA3_Rep2
17;108.193.223.1;SSDL;0;0;0;0;1;0;SA3_Rep3
17;108.193.223.1;SSDP;1;0;0;0;0;0;SA4
17;108.193.223.1;SSDP;1;0;0;0;0;0;SA4_Rep2
17;108.193.223.1;SSDP;1;0;0;0;0;0;SA4_Rep3
17;108.193.223.1;SLDP;0;1;0;0;0;0;SA5
17;108.193.223.1;SLDP;0;1;0;0;0;0;SA5_Rep2
17;108.193.223.1;SLDP;0;1;0;0;0;0;SA5_Rep3
17;108.193.223.1;SPDL;0;0;1;0;0;0;SA6
17;108.193.223.1;SPDL;0;0;1;0;0;0;SA6_Rep2
17;108.193.223.1;SPDL;0;0;1;0;0;0;SA6_Rep3
17;108.193.223.1;SLSS;1;0;0;0;0;0;SA7
17;108.193.223.1;SLSS;1;0;0;0;0;0;SA7_Rep2
17;108.193.223.1;SLSS;0;1;0;0;0;0;SA7_Rep3
17;108.193.223.1;SPSL;0;0;1;0;0;0;SA8
17;108.193.223.1;SPSL;0;1;0;0;0;0;SA8_Rep2
17;108.193.223.1;SPSL;0;1;0;0;0;0;SA8_Rep3
17;108.193.223.1;SPDS;0;0;1;0;0;0;SA9
17;108.193.223.1;SPDS;0;0;0;1;0;0;SA9_Rep2
17;108.193.223.1;SPDS;0;0;0;1;0;0;SA9_Rep3
17;108.193.223.1;SSSP;1;0;0;0;0;0;SA10
17;108.193.223.1;SSSP;1;0;0;0;0;0;SA10_Rep2
17;108.193.223.1;SSSP;1;0;0;0;0;0;SA10_Rep3
17;108.193.223.1;SLDS;0;1;0;0;0;0;SA11
17;108.193.223.1;SLDS;0;1;0;0;0;0;SA11_Rep2
17;108.193.223.1;SLDS;0;1;0;0;0;0;SA11_Rep3
17;108.193.223.1;DPDS;0;0;0;1;0;0;SA12
17;108.193.223.1;DPDS;0;0;0;1;0;0;SA12_Rep2
17;108.193.223.1;DPDS;0;0;0;1;0;0;SA12_Rep3
17;108.193.223.1;DLDS;0;0;0;1;0;0;SA13
17;108.193.223.1;DLDS;0;0;0;1;0;0;SA13_Rep2
17;108.193.223.1;DLDS;0;0;0;0;1;0;SA13_Rep3
18;216.44.16.3;DPDL;0;0;0;0;0;1;SA2
18;216.44.16.3;DPDL;0;0;0;0;0;1;SA2_Rep2
18;216.44.16.3;DPDL;0;0;0;0;0;1;SA2_Rep3
18;216.44.16.3;SSDL;1;0;0;0;0;0;SA3
18;216.44.16.3;SSDL;1;0;0;0;0;0;SA3_Rep2
18;216.44.16.3;SSDL;0;0;0;0;1;0;SA3_Rep3
18;216.44.16.3;SSDP;0;0;0;0;0;1;SA4
18;216.44.16.3;SSDP;0;0;0;0;0;1;SA4_Rep2
18;216.44.16.3;SSDP;0;0;0;0;0;1;SA4_Rep3
18;216.44.16.3;SLDP;0;0;0;0;0;1;SA5
18;216.44.16.3;SLDP;0;0;0;0;0;1;SA5_Rep2
18;216.44.16.3;SLDP;0;0;0;0;0;1;SA5_Rep3
18;216.44.16.3;SPDL;0;0;1;0;0;0;SA6
18;216.44.16.3;SPDL;0;0;1;0;0;0;SA6_Rep2
18;216.44.16.3;SPDL;0;0;1;0;0;0;SA6_Rep3
18;216.44.16.3;SLSS;0;1;0;0;0;0;SA7
18;216.44.16.3;SLSS;1;0;0;0;0;0;SA7_Rep2
18;216.44.16.3;SLSS;0;1;0;0;0;0;SA7_Rep3
18;216.44.16.3;SPSL;0;0;1;0;0;0;SA8
18;216.44.16.3;SPSL;0;0;1;0;0;0;SA8_Rep2
18;216.44.16.3;SPSL;0;0;1;0;0;0;SA8_Rep3
18;216.44.16.3;SPDS;0;0;1;0;0;0;SA9
18;216.44.16.3;SPDS;0;0;1;0;0;0;SA9_Rep2
18;216.44.16.3;SPDS;0;0;1;0;0;0;SA9_Rep3
18;216.44.16.3;SSSP;0;0;1;0;0;0;SA10
18;216.44.16.3;SSSP;0;0;1;0;0;0;SA10_Rep2
18;216.44.16.3;SSSP;0;0;1;0;0;0;SA10_Rep3
18;216.44.16.3;SLDS;0;1;0;0;0;0;SA11
18;216.44.16.3;SLDS;0;0;0;1;0;0;SA11_Rep2
18;216.44.16.3;SLDS;0;0;0;1;0;0;SA11_Rep3
18;216.44.16.3;DPDS;0;0;0;0;0;1;SA12
18;216.44.16.3;DPDS;0;0;0;0;0;1;SA12_Rep2
18;216.44.16.3;DPDS;0;0;0;0;0;1;SA12_Rep3
18;216.44.16.3;DLDS;0;0;0;1;0;0;SA13
18;216.44.16.3;DLDS;0;0;0;1;0;0;SA13_Rep2
18;216.44.16.3;DLDS;0;0;0;1;0;0;SA13_Rep3
19;72.23.109.92;DPDL;0;0;0;0;0;1;SA2
19;72.23.109.92;DPDL;0;0;0;0;0;1;SA2_Rep2
19;72.23.109.92;DPDL;0;0;0;0;0;1;SA2_Rep3
19;72.23.109.92;SSDL;0;0;0;0;1;0;SA3
19;72.23.109.92;SSDL;0;0;0;0;1;0;SA3_Rep2
19;72.23.109.92;SSDL;0;0;0;0;1;0;SA3_Rep3
19;72.23.109.92;SSDP;0;0;0;0;0;1;SA4
19;72.23.109.92;SSDP;0;0;0;0;0;1;SA4_Rep2
19;72.23.109.92;SSDP;0;0;0;0;0;1;SA4_Rep3
19;72.23.109.92;SLDP;0;0;0;0;0;1;SA5
19;72.23.109.92;SLDP;0;0;0;0;0;1;SA5_Rep2
19;72.23.109.92;SLDP;0;0;0;0;0;1;SA5_Rep3
19;72.23.109.92;SPDL;0;0;1;0;0;0;SA6
19;72.23.109.92;SPDL;0;0;1;0;0;0;SA6_Rep2
19;72.23.109.92;SPDL;0;0;1;0;0;0;SA6_Rep3
19;72.23.109.92;SLSS;0;1;0;0;0;0;SA7
19;72.23.109.92;SLSS;1;0;0;0;0;0;SA7_Rep2
19;72.23.109.92;SLSS;0;1;0;0;0;0;SA7_Rep3
19;72.23.109.92;SPSL;0;0;1;0;0;0;SA8
19;72.23.109.92;SPSL;0;0;1;0;0;0;SA8_Rep2
19;72.23.109.92;SPSL;0;0;1;0;0;0;SA8_Rep3
19;72.23.109.92;SPDS;0;0;0;1;0;0;SA9
19;72.23.109.92;SPDS;0;0;0;1;0;0;SA9_Rep2
19;72.23.109.92;SPDS;0;0;0;1;0;0;SA9_Rep3
19;72.23.109.92;SSSP;0;0;1;0;0;0;SA10
19;72.23.109.92;SSSP;0;0;1;0;0;0;SA10_Rep2
19;72.23.109.92;SSSP;0;0;1;0;0;0;SA10_Rep3
19;72.23.109.92;SLDS;0;1;0;0;0;0;SA11
19;72.23.109.92;SLDS;0;1;0;0;0;0;SA11_Rep2
19;72.23.109.92;SLDS;0;0;0;0;0;0;SA11_Rep3
19;72.23.109.92;DPDS;0;0;0;0;0;1;SA12
19;72.23.109.92;DPDS;0;0;0;0;0;1;SA12_Rep2
19;72.23.109.92;DPDS;0;0;0;0;0;1;SA12_Rep3
19;72.23.109.92;DLDS;0;0;0;0;1;0;SA13
19;72.23.109.92;DLDS;0;0;0;0;1;0;SA13_Rep2
19;72.23.109.92;DLDS;0;0;0;1;0;0;SA13_Rep3
20;209.40.219.167;DPDL;0;0;0;0;0;1;SA2
20;209.40.219.167;DPDL;0;0;0;0;1;0;SA2_Rep2
20;209.40.219.167;DPDL;0;0;0;0;0;1;SA2_Rep3
20;209.40.219.167;SSDL;1;0;0;0;0;0;SA3
20;209.40.219.167;SSDL;0;0;0;0;1;0;SA3_Rep2
20;209.40.219.167;SSDL;0;0;0;0;1;0;SA3_Rep3
20;209.40.219.167;SSDP;0;0;0;0;0;1;SA4
20;209.40.219.167;SSDP;0;0;0;0;0;1;SA4_Rep2
20;209.40.219.167;SSDP;0;0;0;0;0;1;SA4_Rep3
20;209.40.219.167;SLDP;0;0;0;0;0;1;SA5
20;209.40.219.167;SLDP;0;0;0;0;0;1;SA5_Rep2
20;209.40.219.167;SLDP;0;0;0;0;0;1;SA5_Rep3
20;209.40.219.167;SPDL;0;0;1;0;0;0;SA6
20;209.40.219.167;SPDL;0;0;1;0;0;0;SA6_Rep2
20;209.40.219.167;SPDL;0;0;1;0;0;0;SA6_Rep3
20;209.40.219.167;SLSS;1;0;0;0;0;0;SA7
20;209.40.219.167;SLSS;0;1;0;0;0;0;SA7_Rep2
20;209.40.219.167;SLSS;0;1;0;0;0;0;SA7_Rep3
20;209.40.219.167;SPSL;0;0;1;0;0;0;SA8
20;209.40.219.167;SPSL;0;0;1;0;0;0;SA8_Rep2
20;209.40.219.167;SPSL;0;0;1;0;0;0;SA8_Rep3
20;209.40.219.167;SPDS;0;0;0;1;0;0;SA9
20;209.40.219.167;SPDS;0;0;1;0;0;0;SA9_Rep2
20;209.40.219.167;SPDS;0;0;1;0;0;0;SA9_Rep3
20;209.40.219.167;SSSP;0;0;1;0;0;0;SA10
20;209.40.219.167;SSSP;0;0;1;0;0;0;SA10_Rep2
20;209.40.219.167;SSSP;0;0;1;0;0;0;SA10_Rep3
20;209.40.219.167;SLDS;0;0;0;1;0;0;SA11
20;209.40.219.167;SLDS;0;0;0;1;0;0;SA11_Rep2
20;209.40.219.167;SLDS;0;0;0;1;0;0;SA11_Rep3
20;209.40.219.167;DPDS;0;0;0;0;0;1;SA12
20;209.40.219.167;DPDS;0;0;0;0;0;1;SA12_Rep2
20;209.40.219.167;DPDS;0;0;0;0;0;1;SA12_Rep3
20;209.40.219.167;DLDS;0;0;0;1;0;0;SA13
20;209.40.219.167;DLDS;0;0;0;1;0;0;SA13_Rep2
20;209.40.219.167;DLDS;0;0;0;1;0;0;SA13_Rep3
22;68.84.9.7;DPDL;0;0;0;0;1;0;SA2
22;68.84.9.7;DPDL;0;0;0;0;0;1;SA2_Rep2
22;68.84.9.7;DPDL;0;0;0;0;1;0;SA2_Rep3
22;68.84.9.7;SSDL;0;0;0;0;1;0;SA3
22;68.84.9.7;SSDL;1;0;0;0;0;0;SA3_Rep2
22;68.84.9.7;SSDL;0;0;0;0;1;0;SA3_Rep3
22;68.84.9.7;SSDP;1;0;0;0;0;0;SA4
22;68.84.9.7;SSDP;1;0;0;0;0;0;SA4_Rep2
22;68.84.9.7;SSDP;1;0;0;0;0;0;SA4_Rep3
22;68.84.9.7;SLDP;0;0;0;0;0;1;SA5
22;68.84.9.7;SLDP;0;1;0;0;0;0;SA5_Rep2
22;68.84.9.7;SLDP;0;0;0;0;0;1;SA5_Rep3
22;68.84.9.7;SPDL;0;0;0;0;1;0;SA6
22;68.84.9.7;SPDL;0;0;0;0;1;0;SA6_Rep2
22;68.84.9.7;SPDL;0;0;0;0;1;0;SA6_Rep3
22;68.84.9.7;SLSS;0;1;0;0;0;0;SA7
22;68.84.9.7;SLSS;0;1;0;0;0;0;SA7_Rep2
22;68.84.9.7;SLSS;0;1;0;0;0;0;SA7_Rep3
22;68.84.9.7;SPSL;0;1;0;0;0;0;SA8
22;68.84.9.7;SPSL;0;1;0;0;0;0;SA8_Rep2
22;68.84.9.7;SPSL;0;1;0;0;0;0;SA8_Rep3
22;68.84.9.7;SPDS;0;0;0;1;0;0;SA9
22;68.84.9.7;SPDS;0;0;0;1;0;0;SA9_Rep2
22;68.84.9.7;SPDS;0;0;0;1;0;0;SA9_Rep3
22;68.84.9.7;SSSP;1;0;0;0;0;0;SA10
22;68.84.9.7;SSSP;1;0;0;0;0;0;SA10_Rep2
22;68.84.9.7;SSSP;1;0;0;0;0;0;SA10_Rep3
22;68.84.9.7;SLDS;0;1;0;0;0;0;SA11
22;68.84.9.7;SLDS;0;1;0;0;0;0;SA11_Rep2
22;68.84.9.7;SLDS;0;1;0;0;0;0;SA11_Rep3
22;68.84.9.7;DPDS;0;0;0;1;0;0;SA12
22;68.84.9.7;DPDS;0;0;0;1;0;0;SA12_Rep2
22;68.84.9.7;DPDS;0;0;0;1;0;0;SA12_Rep3
22;68.84.9.7;DLDS;0;0;0;0;1;0;SA13
22;68.84.9.7;DLDS;0;0;0;0;1;0;SA13_Rep2
22;68.84.9.7;DLDS;0;0;0;0;1;0;SA13_Rep3
23;108.215.38.117;DPDL;0;0;0;0;0;1;SA2
23;108.215.38.117;DPDL;0;0;0;0;0;1;SA2_Rep2
23;108.215.38.117;DPDL;0;0;0;0;0;1;SA2_Rep3
23;108.215.38.117;SSDL;1;0;0;0;0;0;SA3
23;108.215.38.117;SSDL;0;0;0;0;1;0;SA3_Rep2
23;108.215.38.117;SSDL;1;0;0;0;0;0;SA3_Rep3
23;108.215.38.117;SSDP;0;0;0;0;0;1;SA4
23;108.215.38.117;SSDP;0;0;0;0;0;1;SA4_Rep2
23;108.215.38.117;SSDP;0;0;0;0;0;1;SA4_Rep3
23;108.215.38.117;SLDP;0;0;0;0;0;1;SA5
23;108.215.38.117;SLDP;0;0;0;0;0;1;SA5_Rep2
23;108.215.38.117;SLDP;0;0;0;0;0;1;SA5_Rep3
23;108.215.38.117;SPDL;0;0;1;0;0;0;SA6
23;108.215.38.117;SPDL;0;0;1;0;0;0;SA6_Rep2
23;108.215.38.117;SPDL;0;0;1;0;0;0;SA6_Rep3
23;108.215.38.117;SLSS;1;0;0;0;0;0;SA7
23;108.215.38.117;SLSS;0;1;0;0;0;0;SA7_Rep2
23;108.215.38.117;SLSS;0;1;0;0;0;0;SA7_Rep3
23;108.215.38.117;SPSL;0;0;1;0;0;0;SA8
23;108.215.38.117;SPSL;0;0;1;0;0;0;SA8_Rep2
23;108.215.38.117;SPSL;0;0;1;0;0;0;SA8_Rep3
23;108.215.38.117;SPDS;0;0;1;0;0;0;SA9
23;108.215.38.117;SPDS;0;0;1;0;0;0;SA9_Rep2
23;108.215.38.117;SPDS;0;0;1;0;0;0;SA9_Rep3
23;108.215.38.117;SSSP;0;0;1;0;0;0;SA10
23;108.215.38.117;SSSP;0;0;1;0;0;0;SA10_Rep2
23;108.215.38.117;SSSP;0;0;1;0;0;0;SA10_Rep3
23;108.215.38.117;SLDS;0;0;0;0;0;0;SA11
23;108.215.38.117;SLDS;0;0;0;1;0;0;SA11_Rep2
23;108.215.38.117;SLDS;0;0;0;1;0;0;SA11_Rep3
23;108.215.38.117;DPDS;0;0;0;0;0;1;SA12
23;108.215.38.117;DPDS;0;0;0;0;0;1;SA12_Rep2
23;108.215.38.117;DPDS;0;0;0;0;0;1;SA12_Rep3
23;108.215.38.117;DLDS;0;0;0;1;0;0;SA13
23;108.215.38.117;DLDS;0;0;0;0;1;0;SA13_Rep2
23;108.215.38.117;DLDS;0;0;0;1;0;0;SA13_Rep3
24;92.233.160.190;DPDL;0;0;0;0;0;1;SA2
24;92.233.160.190;DPDL;0;0;0;0;0;1;SA2_Rep2
24;92.233.160.190;DPDL;0;0;0;0;0;1;SA2_Rep3
24;92.233.160.190;SSDL;1;0;0;0;0;0;SA3
24;92.233.160.190;SSDL;1;0;0;0;0;0;SA3_Rep2
24;92.233.160.190;SSDL;1;0;0;0;0;0;SA3_Rep3
24;92.233.160.190;SSDP;0;0;0;0;0;1;SA4
24;92.233.160.190;SSDP;0;0;0;0;0;1;SA4_Rep2
24;92.233.160.190;SSDP;0;0;0;0;0;1;SA4_Rep3
24;92.233.160.190;SLDP;0;0;0;0;0;1;SA5
24;92.233.160.190;SLDP;0;0;0;0;0;1;SA5_Rep2
24;92.233.160.190;SLDP;0;0;0;0;0;1;SA5_Rep3
24;92.233.160.190;SPDL;0;0;1;0;0;0;SA6
24;92.233.160.190;SPDL;0;0;1;0;0;0;SA6_Rep2
24;92.233.160.190;SPDL;0;0;1;0;0;0;SA6_Rep3
24;92.233.160.190;SLSS;0;1;0;0;0;0;SA7
24;92.233.160.190;SLSS;1;0;0;0;0;0;SA7_Rep2
24;92.233.160.190;SLSS;1;0;0;0;0;0;SA7_Rep3
