participant;IP;task;SS;SL;SP;DS;DL;DP;taskname
24;92.233.160.190;SPSL;0;0;1;0;0;0;SA8
24;92.233.160.190;SPSL;0;0;1;0;0;0;SA8_Rep2
24;92.233.160.190;SPSL;0;1;0;0;0;0;SA8_Rep3
24;92.233.160.190;SPDS;0;0;0;1;0;0;SA9
24;92.233.160.190;SPDS;0;0;0;1;0;0;SA9_Rep2
24;92.233.160.190;SPDS;0;0;0;1;0;0;SA9_Rep3
24;92.233.160.190;SSSP;1;0;0;0;0;0;SA10
24;92.233.160.190;SSSP;0;0;1;0;0;0;SA10_Rep2
24;92.233.160.190;SSSP;0;0;1;0;0;0;SA10_Rep3
24;92.233.160.190;SLDS;0;0;0;1;0;0;SA11
24;92.233.160.190;SLDS;0;0;0;1;0;0;SA11_Rep2
24;92.233.160.190;SLDS;0;0;0;1;0;0;SA11_Rep3
24;92.233.160.190;DPDS;0;0;0;0;0;1;SA12
24;92.233.160.190;DPDS;0;0;0;0;0;1;SA12_Rep2
24;92.233.160.190;DPDS;0;0;0;0;0;1;SA12_Rep3
24;92.233.160.190;DLDS;0;0;0;1;0;0;SA13
24;92.233.160.190;DLDS;0;0;0;1;0;0;SA13_Rep2
24;92.233.160.190;DLDS;0;0;0;1;0;0;SA13_Rep3
25;49.200.242.56;DPDL;0;0;0;0;1;0;SA2
25;49.200.242.56;DPDL;0;0;0;0;0;1;SA2_Rep2
25;49.200.242.56;DPDL;0;0;0;0;1;0;SA2_Rep3
25;49.200.242.56;SSDL;1;0;0;0;0;0;SA3
25;49.200.242.56;SSDL;1;0;0;0;0;0;SA3_Rep2
25;49.200.242.56;SSDL;0;0;0;0;1;0;SA3_Rep3
25;49.200.242.56;SSDP;1;0;0;0;0;0;SA4
25;49.200.242.56;SSDP;1;0;0;0;0;0;SA4_Rep2
25;49.200.242.56;SSDP;0;0;0;0;0;1;SA4_Rep3
25;49.200.242.56;SLDP;0;1;0;0;0;0;SA5
25;49.200.242.56;SLDP;0;1;0;0;0;0;SA5_Rep2
25;49.200.242.56;SLDP;0;1;0;0;0;0;SA5_Rep3
25;49.200.242.56;SPDL;0;0;0;0;1;0;SA6
25;49.200.242.56;SPDL;0;0;0;0;1;0;SA6_Rep2
25;49.200.242.56;SPDL;0;0;0;0;1;0;SA6_Rep3
25;49.200.242.56;SLSS;1;0;0;0;0;0;SA7
25;49.200.242.56;SLSS;1;0;0;0;0;0;SA7_Rep2
25;49.200.242.56;SLSS;1;0;0;0;0;0;SA7_Rep3
25;49.200.242.56;SPSL;0;1;0;0;0;0;SA8
25;49.200.242.56;SPSL;0;1;0;0;0;0;SA8_Rep2
25;49.200.242.56;SPSL;0;1;0;0;0;0;SA8_Rep3
25;49.200.242.56;SPDS;0;0;0;1;0;0;SA9
25;49.200.242.56;SPDS;0;0;0;1;0;0;SA9_Rep2
25;49.200.242.56;SPDS;0;0;0;1;0;0;SA9_Rep3
25;49.200.242.56;SSSP;1;0;0;0;0;0;SA10
25;49.200.242.56;SSSP;1;0;0;0;0;0;SA10_Rep2
25;49.200.242.56;SSSP;1;0;0;0;0;0;SA10_Rep3
25;49.200.242.56;SLDS;0;1;0;0;0;0;SA11
25;49.200.242.56;SLDS;0;1;0;0;0;0;SA11_Rep2
25;49.200.242.56;SLDS;0;1;0;0;0;0;SA11_Rep3
25;49.200.242.56;DPDS;0;0;0;1;0;0;SA12
25;49.200.242.56;DPDS;0;0;0;1;0;0;SA12_Rep2
25;49.200.242.56;DPDS;0;0;0;1;0;0;SA12_Rep3
25;49.200.242.56;DLDS;0;0;0;1;0;0;SA13
25;49.200.242.56;DLDS;0;0;0;1;0;0;SA13_Rep2
25;49.200.242.56;DLDS;0;0;0;1;0;0;SA13_Rep3
26;75.161.140.18;DPDL;0;0;0;0;1;0;SA2
26;75.161.140.18;DPDL;0;0;0;0;1;0;SA2_Rep2
26;75.161.140.18;DPDL;0;0;0;0;1;0;SA2_Rep3
26;75.161.140.18;SSDL;1;0;0;0;0;0;SA3
26;75.161.140.18;SSDL;0;0;0;0;1;0;SA3_Rep2
26;75.161.140.18;SSDL;0;0;0;0;1;0;SA3_Rep3
26;75.161.140.18;SSDP;1;0;0;0;0;0;SA4
26;75.161.140.18;SSDP;1;0;0;0;0;0;SA4_Rep2
26;75.161.140.18;SSDP;1;0;0;0;0;0;SA4_Rep3
26;75.161.140.18;SLDP;0;1;0;0;0;0;SA5
26;75.161.140.18;SLDP;0;0;0;0;0;0;SA5_Rep2
26;75.161.140.18;SLDP;0;1;0;0;0;0;SA5_Rep3
26;75.161.140.18;SPDL;0;0;0;0;1;0;SA6
26;75.161.140.18;SPDL;0;0;0;0;1;0;SA6_Rep2
26;75.161.140.18;SPDL;0;0;0;0;1;0;SA6_Rep3
26;75.161.140.18;SLSS;1;0;0;0;0;0;SA7
26;75.161.140.18;SLSS;0;1;0;0;0;0;SA7_Rep2
26;75.161.140.18;SLSS;0;1;0;0;0;0;SA7_Rep3
26;75.161.140.18;SPSL;0;1;0;0;0;0;SA8
26;75.161.140.18;SPSL;0;1;0;0;0;0;SA8_Rep2
26;75.161.140.18;SPSL;0;1;0;0;0;0;SA8_Rep3
26;75.161.140.18;SPDS;0;0;0;1;0;0;SA9
26;75.161.140.18;SPDS;0;0;0;1;0;0;SA9_Rep2
26;75.161.140.18;SPDS;0;0;0;1;0;0;SA9_Rep3
26;75.161.140.18;SSSP;1;0;0;0;0;0;SA10
26;75.161.140.18;SSSP;1;0;0;0;0;0;SA10_Rep2
26;75.161.140.18;SSSP;1;0;0;0;0;0;SA10_Rep3
26;75.161.140.18;SLDS;0;1;0;0;0;0;SA11
26;75.161.140.18;SLDS;0;1;0;0;0;0;SA11_Rep2
26;75.161.140.18;SLDS;0;1;0;0;0;0;SA11_Rep3
26;75.161.140.18;DPDS;0;0;0;1;0;0;SA12
26;75.161.140.18;DPDS;0;0;0;1;0;0;SA12_Rep2
26;75.161.140.18;DPDS;0;0;0;1;0;0;SA12_Rep3
26;75.161.140.18;DLDS;0;0;0;0;1;0;SA13
26;75.161.140.18;DLDS;0;0;0;0;1;0;SA13_Rep2
26;75.161.140.18;DLDS;0;0;0;0;1;0;SA13_Rep3
27;65.28.110.244;DPDL;0;0;0;0;1;0;SA2
27;65.28.110.244;DPDL;0;0;0;0;1;0;SA2_Rep2
27;65.28.110.244;DPDL;0;0;0;0;1;0;SA2_Rep3
27;65.28.110.244;SSDL;0;0;0;0;1;0;SA3
27;65.28.110.244;SSDL;0;0;0;0;1;0;SA3_Rep2
27;65.28.110.244;SSDL;0;0;0;0;1;0;SA3_Rep3
27;65.28.110.244;SSDP;0;0;0;0;0;1;SA4
27;65.28.110.244;SSDP;1;0;0;0;0;0;SA4_Rep2
27;65.28.110.244;SSDP;1;0;0;0;0;0;SA4_Rep3
27;65.28.110.244;SLDP;0;1;0;0;0;0;SA5
27;65.28.110.244;SLDP;0;1;0;0;0;0;SA5_Rep2
27;65.28.110.244;SLDP;0;1;0;0;0;0;SA5_Rep3
27;65.28.110.244;SPDL;0;0;0;0;1;0;SA6
27;65.28.110.244;SPDL;0;0;0;0;1;0;SA6_Rep2
27;65.28.110.244;SPDL;0;0;0;0;1;0;SA6_Rep3
27;65.28.110.244;SLSS;0;1;0;0;0;0;SA7
27;65.28.110.244;SLSS;0;1;0;0;0;0;SA7_Rep2
27;65.28.110.244;SLSS;1;0;0;0;0;0;SA7_Rep3
27;65.28.110.244;SPSL;0;1;0;0;0;0;SA8
27;65.28.110.244;SPSL;0;1;0;0;0;0;SA8_Rep2
27;65.28.110.244;SPSL;0;1;0;0;0;0;SA8_Rep3
27;65.28.110.244;SPDS;0;0;0;1;0;0;SA9
27;65.28.110.244;SPDS;0;0;0;1;0;0;SA9_Rep2
27;65.28.110.244;SPDS;0;0;0;1;0;0;SA9_Rep3
27;65.28.110.244;SSSP;1;0;0;0;0;0;SA10
27;65.28.110.244;SSSP;1;0;0;0;0;0;SA10_Rep2
27;65.28.110.244;SSSP;1;0;0;0;0;0;SA10_Rep3
27;65.28.110.244;SLDS;0;1;0;0;0;0;SA11
27;65.28.110.244;SLDS;0;0;0;1;0;0;SA11_Rep2
27;65.28.110.244;SLDS;0;0;0;1;0;0;SA11_Rep3
27;65.28.110.244;DPDS;0;0;0;1;0;0;SA12
27;65.28.110.244;DPDS;0;0;0;1;0;0;SA12_Rep2
27;65.28.110.244;DPDS;0;0;0;1;0;0;SA12_Rep3
27;65.28.110.244;DLDS;0;0;0;0;1;0;SA13
27;65.28.110.244;DLDS;0;0;0;0;1;0;SA13_Rep2
27;65.28.110.244;DLDS;0;0;0;0;1;0;SA13_Rep3
28;67.61.157.102;DPDL;0;0;0;0;1;0;SA2
28;67.61.157.102;DPDL;0;0;0;0;1;0;SA2_Rep2
28;67.61.157.102;DPDL;0;0;0;0;1;0;SA2_Rep3
28;67.61.157.102;SSDL;1;0;0;0;0;0;SA3
28;67.61.157.102;SSDL;1;0;0;0;0;0;SA3_Rep2
28;67.61.157.102;SSDL;0;0;0;0;1;0;SA3_Rep3
28;67.61.157.102;SSDP;1;0;0;0;0;0;SA4
28;67.61.157.102;SSDP;1;0;0;0;0;0;SA4_Rep2
28;67.61.157.102;SSDP;1;0;0;0;0;0;SA4_Rep3
28;67.61.157.102;SLDP;0;1;0;0;0;0;SA5
28;67.61.157.102;SLDP;0;1;0;0;0;0;SA5_Rep2
28;67.61.157.102;SLDP;0;1;0;0;0;0;SA5_Rep3
28;67.61.157.102;SPDL;0;0;0;0;1;0;SA6
28;67.61.157.102;SPDL;0;0;0;0;1;0;SA6_Rep2
28;67.61.157.102;SPDL;0;0;0;0;1;0;SA6_Rep3
28;67.61.157.102;SLSS;0;1;0;0;0;0;SA7
28;67.61.157.102;SLSS;1;0;0;0;0;0;SA7_Rep2
28;67.61.157.102;SLSS;0;1;0;0;0;0;SA7_Rep3
28;67.61.157.102;SPSL;0;1;0;0;0;0;SA8
28;67.61.157.102;SPSL;0;1;0;0;0;0;SA8_Rep2
28;67.61.157.102;SPSL;0;1;0;0;0;0;SA8_Rep3
28;67.61.157.102;SPDS;0;0;0;0;0;0;SA9
28;67.61.157.102;SPDS;0;0;0;1;0;0;SA9_Rep2
28;67.61.157.102;SPDS;0;0;0;1;0;0;SA9_Rep3
28;67.61.157.102;SSSP;1;0;0;0;0;0;SA10
28;67.61.157.102;SSSP;1;0;0;0;0;0;SA10_Rep2
28;67.61.157.102;SSSP;1;0;0;0;0;0;SA10_Rep3
28;67.61.157.102;SLDS;0;1;0;0;0;0;SA11
28;67.61.157.102;SLDS;0;1;0;0;0;0;SA11_Rep2
28;67.61.157.102;SLDS;0;1;0;0;0;0;SA11_Rep3
28;67.61.157.102;DPDS;0;0;0;1;0;0;SA12
28;67.61.157.102;DPDS;0;0;0;1;0;0;SA12_Rep2
28;67.61.157.102;DPDS;0;0;0;1;0;0;SA12_Rep3
28;67.61.157.102;DLDS;0;0;0;0;1;0;SA13
28;67.61.157.102;DLDS;0;0;0;0;1;0;SA13_Rep2
28;67.61.157.102;DLDS;0;0;0;0;1;0;SA13_Rep3
29;71.90.154.170;DPDL;0;0;0;0;0;1;SA2
29;71.90.154.170;DPDL;0;0;0;0;1;0;SA2_Rep2
29;71.90.154.170;DPDL;0;0;0;0;0;1;SA2_Rep3
29;71.90.154.170;SSDL;0;0;0;0;1;0;SA3
29;71.90.154.170;SSDL;0;0;0;0;1;0;SA3_Rep2
29;71.90.154.170;SSDL;0;0;0;0;1;0;SA3_Rep3
29;71.90.154.170;SSDP;0;0;0;0;0;1;SA4
29;71.90.154.170;SSDP;0;0;0;0;0;1;SA4_Rep2
29;71.90.154.170;SSDP;0;0;0;0;0;1;SA4_Rep3
29;71.90.154.170;SLDP;0;0;0;0;0;1;SA5
29;71.90.154.170;SLDP;0;0;0;0;0;1;SA5_Rep2
29;71.90.154.170;SLDP;0;0;0;0;0;1;SA5_Rep3
29;71.90.154.170;SPDL;0;0;0;0;1;0;SA6
29;71.90.154.170;SPDL;0;0;1;0;0;0;SA6_Rep2
29;71.90.154.170;SPDL;0;0;0;0;0;0;SA6_Rep3
29;71.90.154.170;SLSS;1;0;0;0;0;0;SA7
29;71.90.154.170;SLSS;1;0;0;0;0;0;SA7_Rep2
29;71.90.154.170;SLSS;0;1;0;0;0;0;SA7_Rep3
29;71.90.154.170;SPSL;0;0;1;0;0;0;SA8
29;71.90.154.170;SPSL;0;1;0;0;0;0;SA8_Rep2
29;71.90.154.170;SPSL;0;1;0;0;0;0;SA8_Rep3
29;71.90.154.170;SPDS;0;0;0;1;0;0;SA9
29;71.90.154.170;SPDS;0;0;0;1;0;0;SA9_Rep2
29;71.90.154.170;SPDS;0;0;1;0;0;0;SA9_Rep3
29;71.90.154.170;SSSP;0;0;1;0;0;0;SA10
29;71.90.154.170;SSSP;0;0;1;0;0;0;SA10_Rep2
29;71.90.154.170;SSSP;1;0;0;0;0;0;SA10_Rep3
29;71.90.154.170;SLDS;0;0;0;1;0;0;SA11
29;71.90.154.170;SLDS;0;0;0;1;0;0;SA11_Rep2
29;71.90.154.170;SLDS;0;1;0;0;0;0;SA11_Rep3
29;71.90.154.170;DPDS;0;0;0;0;0;1;SA12
29;71.90.154.170;DPDS;0;0;0;0;0;1;SA12_Rep2
29;71.90.154.170;DPDS;0;0;0;0;0;1;SA12_Rep3
29;71.90.154.170;DLDS;0;0;0;1;0;0;SA13
29;71.90.154.170;DLDS;0;0;0;1;0;0;SA13_Rep2
29;71.90.154.170;DLDS;0;0;0;1;0;0;SA13_Rep3
30;72.129.153.78;DPDL;0;0;0;0;1;0;SA2
30;72.129.153.78;DPDL;0;0;0;0;1;0;SA2_Rep2
30;72.129.153.78;DPDL;0;0;0;0;1;0;SA2_Rep3
30;72.129.153.78;SSDL;0;0;0;0;1;0;SA3
30;72.129.153.78;SSDL;0;0;0;0;1;0;SA3_Rep2
30;72.129.153.78;SSDL;0;0;0;0;1;0;SA3_Rep3
30;72.129.153.78;SSDP;1;0;0;0;0;0;SA4
30;72.129.153.78;SSDP;1;0;0;0;0;0;SA4_Rep2
30;72.129.153.78;SSDP;1;0;0;0;0;0;SA4_Rep3
30;72.129.153.78;SLDP;0;1;0;0;0;0;SA5
30;72.129.153.78;SLDP;0;1;0;0;0;0;SA5_Rep2
30;72.129.153.78;SLDP;0;1;0;0;0;0;SA5_Rep3
30;72.129.153.78;SPDL;0;0;0;0;1;0;SA6
30;72.129.153.78;SPDL;0;0;0;0;1;0;SA6_Rep2
30;72.129.153.78;SPDL;0;0;0;0;1;0;SA6_Rep3
30;72.129.153.78;SLSS;0;1;0;0;0;0;SA7
30;72.129.153.78;SLSS;0;1;0;0;0;0;SA7_Rep2
30;72.129.153.78;SLSS;0;1;0;0;0;0;SA7_Rep3
30;72.129.153.78;SPSL;0;1;0;0;0;0;SA8
30;72.129.153.78;SPSL;0;1;0;0;0;0;SA8_Rep2
30;72.129.153.78;SPSL;0;1;0;0;0;0;SA8_Rep3
30;72.129.153.78;SPDS;0;0;0;1;0;0;SA9
30;72.129.153.78;SPDS;0;0;0;1;0;0;SA9_Rep2
30;72.129.153.78;SPDS;0;0;0;1;0;0;SA9_Rep3
30;72.129.153.78;SSSP;1;0;0;0;0;0;SA10
30;72.129.153.78;SSSP;0;0;1;0;0;0;SA10_Rep2
30;72.129.153.78;SSSP;0;0;1;0;0;0;SA10_Rep3
30;72.129.153.78;SLDS;0;1;0;0;0;0;SA11
30;72.129.153.78;SLDS;0;1;0;0;0;0;SA11_Rep2
30;72.129.153.78;SLDS;0;1;0;0;0;0;SA11_Rep3
30;72.129.153.78;DPDS;0;0;0;1;0;0;SA12
30;72.129.153.78;DPDS;0;0;0;1;0;0;SA12_Rep2
30;72.129.153.78;DPDS;0;0;0;1;0;0;SA12_Rep3
30;72.129.153.78;DLDS;0;0;0;0;1;0;SA13
30;72.129.153.78;DLDS;0;0;0;0;1;0;SA13_Rep2
30;72.129.153.78;DLDS;0;0;0;0;1;0;SA13_Rep3
31;108.30.59.148;DPDL;0;0;0;0;0;1;SA2
31;108.30.59.148;DPDL;0;0;0;0;0;1;SA2_Rep2
31;108.30.59.148;DPDL;0;0;0;0;0;1;SA2_Rep3
31;108.30.59.148;SSDL;0;0;0;0;1;0;SA3
31;108.30.59.148;SSDL;0;0;0;0;1;0;SA3_Rep2
31;108.30.59.148;SSDL;1;0;0;0;0;0;SA3_Rep3
31;108.30.59.148;SSDP;0;0;0;0;0;1;SA4
31;108.30.59.148;SSDP;0;0;0;0;0;1;SA4_Rep2
31;108.30.59.148;SSDP;0;0;0;0;0;1;SA4_Rep3
31;108.30.59.148;SLDP;0;0;0;0;0;1;SA5
31;108.30.59.148;SLDP;0;0;0;0;0;1;SA5_Rep2
31;108.30.59.148;SLDP;0;0;0;0;0;1;SA5_Rep3
31;108.30.59.148;SPDL;0;0;0;0;1;0;SA6
31;108.30.59.148;SPDL;0;0;0;0;1;0;SA6_Rep2
31;108.30.59.148;SPDL;0;0;0;0;1;0;SA6_Rep3
31;108.30.59.148;SLSS;1;0;0;0;0;0;SA7
31;108.30.59.148;SLSS;1;0;0;0;0;0;SA7_Rep2
31;108.30.59.148;SLSS;1;0;0;0;0;0;SA7_Rep3
31;108.30.59.148;SPSL;0;1;0;0;0;0;SA8
31;108.30.59.148;SPSL;0;1;0;0;0;0;SA8_Rep2
31;108.30.59.148;SPSL;0;1;0;0;0;0;SA8_Rep3
31;108.30.59.148;SPDS;0;0;0;1;0;0;SA9
31;108.30.59.148;SPDS;0;0;0;1;0;0;SA9_Rep2
31;108.30.59.148;SPDS;0;0;0;1;0;0;SA9_Rep3
31;108.30.59.148;SSSP;1;0;0;0;0;0;SA10
31;108.30.59.148;SSSP;0;0;1;0;0;0;SA10_Rep2
31;108.30.59.148;SSSP;1;0;0;0;0;0;SA10_Rep3
31;108.30.59.148;SLDS;0;0;0;1;0;0;SA11
31;108.30.59.148;SLDS;0;0;0;1;0;0;SA11_Rep2
31;108.30.59.148;SLDS;0;0;0;1;0;0;SA11_Rep3
31;108.30.59.148;DPDS;0;0;0;0;0;1;SA12
31;108.30.59.148;DPDS;0;0;0;0;0;1;SA12_Rep2
31;108.30.59.148;DPDS;0;0;0;0;0;1;SA12_Rep3
31;108.30.59.148;DLDS;0;0;0;1;0;0;SA13
31;108.30.59.148;DLDS;0;0;0;1;0;0;SA13_Rep2
31;108.30.59.148;DLDS;0;0;0;1;0;0;SA13_Rep3
32;47.17.86.101;DPDL;0;0;0;0;0;1;SA2
32;47.17.86.101;DPDL;0;0;0;0;1;0;SA2_Rep2
32;47.17.86.101;DPDL;0;0;0;0;0;1;SA2_Rep3
32;47.17.86.101;SSDL;0;0;0;0;1;0;SA3
32;47.17.86.101;SSDL;1;0;0;0;0;0;SA3_Rep2
32;47.17.86.101;SSDL;0;0;0;0;1;0;SA3_Rep3
32;47.17.86.101;SSDP;1;0;0;0;0;0;SA4
32;47.17.86.101;SSDP;1;0;0;0;0;0;SA4_Rep2
32;47.17.86.101;SSDP;0;0;0;0;0;1;SA4_Rep3
32;47.17.86.101;SLDP;0;0;0;0;0;1;SA5
32;47.17.86.101;SLDP;0;0;0;0;0;1;SA5_Rep2
32;47.17.86.101;SLDP;0;0;0;0;0;1;SA5_Rep3
32;47.17.86.101;SPDL;0;0;0;0;1;0;SA6
32;47.17.86.101;SPDL;0;0;0;0;0;0;SA6_Rep2
32;47.17.86.101;SPDL;0;0;0;0;1;0;SA6_Rep3
32;47.17.86.101;SLSS;0;1;0;0;0;0;SA7
32;47.17.86.101;SLSS;0;1;0;0;0;0;SA7_Rep2
32;47.17.86.101;SLSS;0;1;0;0;0;0;SA7_Rep3
32;47.17.86.101;SPSL;0;0;1;0;0;0;SA8
32;47.17.86.101;SPSL;0;1;0;0;0;0;SA8_Rep2
32;47.17.86.101;SPSL;0;0;1;0;0;0;SA8_Rep3
32;47.17.86.101;SPDS;0;0;0;1;0;0;SA9
32;47.17.86.101;SPDS;0;0;0;0;0;0;SA9_Rep2
32;47.17.86.101;SPDS;0;0;0;1;0;0;SA9_Rep3
32;47.17.86.101;SSSP;1;0;0;0;0;0;SA10
32;47.17.86.101;SSSP;1;0;0;0;0;0;SA10_Rep2
32;47.17.86.101;SSSP;1;0;0;0;0;0;SA10_Rep3
32;47.17.86.101;SLDS;0;1;0;0;0;0;SA11
32;47.17.86.101;SLDS;0;1;0;0;0;0;SA11_Rep2
32;47.17.86.101;SLDS;0;1;0;0;0;0;SA11_Rep3
32;47.17.86.101;DPDS;0;0;0;1;0;0;SA12
32;47.17.86.101;DPDS;0;0;0;0;0;1;SA12_Rep2
32;47.17.86.101;DPDS;0;0;0;0;0;1;SA12_Rep3
32;47.17.86.101;DLDS;0;0;0;1;0;0;SA13
32;47.17.86.101;DLDS;0;0;0;0;1;0;SA13_Rep2
32;47.17.86.101;DLDS;0;0;0;0;1;0;SA13_Rep3
33;12.23.120.193;DPDL;0;0;0;0;1;0;SA2
33;12.23.120.193;DPDL;0;0;0;0;0;1;SA2_Rep2
33;12.23.120.193;DPDL;0;0;0;0;0;1;SA2_Rep3
33;12.23.120.193;SSDL;1;0;0;0;0;0;SA3
33;12.23.120.193;SSDL;1;0;0;0;0;0;SA3_Rep2
33;12.23.120.193;SSDL;0;0;0;0;1;0;SA3_Rep3
33;12.23.120.193;SSDP;0;0;0;0;0;1;SA4
33;12.23.120.193;SSDP;0;0;0;0;0;1;SA4_Rep2
33;12.23.120.193;SSDP;0;0;0;0;0;1;SA4_Rep3
33;12.23.120.193;SLDP;0;0;0;0;0;1;SA5
33;12.23.120.193;SLDP;0;1;0;0;0;0;SA5_Rep2
33;12.23.120.193;SLDP;0;1;0;0;0;0;SA5_Rep3
33;12.23.120.193;SPDL;0;0;1;0;0;0;SA6
33;12.23.120.193;SPDL;0;0;1;0;0;0;SA6_Rep2
33;12.23.120.193;SPDL;0;0;1;0;0;0;SA6_Rep3
33;12.23.120.193;SLSS;1;0;0;0;0;0;SA7
33;12.23.120.193;SLSS;1;0;0;0;0;0;SA7_Rep2
33;12.23.120.193;SLSS;0;1;0;0;0;0;SA7_Rep3
33;12.23.120.193;SPSL;0;0;1;0;0;0;SA8
33;12.23.120.193;SPSL;0;0;1;0;0;0;SA8_Rep2
33;12.23.120.193;SPSL;0;0;1;0;0;0;SA8_Rep3
33;12.23.120.193;SPDS;0;0;1;0;0;0;SA9
33;12.23.120.193;SPDS;0;0;1;0;0;0;SA9_Rep2
33;12.23.120.193;SPDS;0;0;1;0;0;0;SA9_Rep3
33;12.23.120.193;SSSP;0;0;1;0;0;0;SA10
33;12.23.120.193;SSSP;0;0;1;0;0;0;SA10_Rep2
33;12.23.120.193;SSSP;0;0;1;0;0;0;SA10_Rep3
33;12.23.120.193;SLDS;0;1;0;0;0;0;SA11
33;12.23.120.193;SLDS;0;1;0;0;0;0;SA11_Rep2
33;12.23.120.193;SLDS;0;1;0;0;0;0;SA11_Rep3
33;12.23.120.193;DPDS;0;0;0;0;0;1;SA12
33;12.23.120.193;DPDS;0;0;0;0;0;1;SA12_Rep2
33;12.23.120.193;DPDS;0;0;0;0;0;1;SA12_Rep3
33;12.23.120.193;DLDS;0;0;0;1;0;0;SA13
33;12.23.120.193;DLDS;0;0;0;0;1;0;SA13_Rep2
33;12.23.120.193;DLDS;0;0;0;1;0;0;SA13_Rep3
34;73.187.177.94;DPDL;0;0;0;0;1;0;SA2
34;73.187.177.94;DPDL;0;0;0;0;1;0;SA2_Rep2
34;73.187.177.94;DPDL;0;0;0;0;1;0;SA2_Rep3
34;73.187.177.94;SSDL;0;0;0;0;1;0;SA3
34;73.187.177.94;SSDL;0;0;0;0;1;0;SA3_Rep2
34;73.187.177.94;SSDL;0;0;0;0;1;0;SA3_Rep3
34;73.187.177.94;SSDP;1;0;0;0;0;0;SA4
34;73.187.177.94;SSDP;1;0;0;0;0;0;SA4_Rep2
34;73.187.177.94;SSDP;1;0;0;0;0;0;SA4_Rep3
34;73.187.177.94;SLDP;0;0;0;0;0;1;SA5
34;73.187.177.94;SLDP;0;1;0;0;0;0;SA5_Rep2
34;73.187.177.94;SLDP;0;1;0;0;0;0;SA5_Rep3
34;73.187.177.94;SPDL;0;0;0;0;1;0;SA6
34;73.187.177.94;SPDL;0;0;0;0;1;0;SA6_Rep2
34;73.187.177.94;SPDL;0;0;0;0;1;0;SA6_Rep3
34;73.187.177.94;SLSS;0;1;0;0;0;0;SA7
34;73.187.177.94;SLSS;0;1;0;0;0;0;SA7_Rep2
34;73.187.177.94;SLSS;0;1;0;0;0;0;SA7_Rep3
34;73.187.177.94;SPSL;0;1;0;0;0;0;SA8
34;73.187.177.94;SPSL;0;1;0;0;0;0;SA8_Rep2
34;73.187.177.94;SPSL;0;1;0;0;0;0;SA8_Rep3
34;73.187.177.94;SPDS;0;0;0;1;0;0;SA9
34;73.187.177.94;SPDS;0;0;0;1;0;0;SA9_Rep2
34;73.187.177.94;SPDS;0;0;0;1;0;0;SA9_Rep3
34;73.187.177.94;SSSP;1;0;0;0;0;0;SA10
34;73.187.177.94;SSSP;1;0;0;0;0;0;SA10_Rep2
34;73.187.177.94;SSSP;1;0;0;0;0;0;SA10_Rep3
34;73.187.177.94;SLDS;0;1;0;0;0;0;SA11
34;73.187.177.94;SLDS;0;1;0;0;0;0;SA11_Rep2
34;73.187.177.94;SLDS;0;1;0;0;0;0;SA11_Rep3
34;73.187.177.94;DPDS;0;0;0;1;0;0;SA12
34;73.187.177.94;DPDS;0;0;0;1;0;0;SA12_Rep2
34;73.187.177.94;DPDS;0;0;0;1;0;0;SA12_Rep3
34;73.187.177.94;DLDS;0;0;0;0;1;0;SA13
34;73.187.177.94;DLDS;0;0;0;0;1;0;SA13_Rep2
34;73.187.177.94;DLDS;0;0;0;0;1;0;SA13_Rep3
35;115.99.27.127;DPDL;0;0;0;0;1;0;SA2
35;115.99.27.127;DPDL;0;0;0;0;1;0;SA2_Rep2
35;115.99.27.127;DPDL;0;0;0;0;1;0;SA2_Rep3
35;115.99.27.127;SSDL;0;0;0;0;1;0;SA3
35;115.99.27.127;SSDL;0;0;0;0;1;0;SA3_Rep2
35;115.99.27.127;SSDL;0;0;0;0;1;0;SA3_Rep3
35;115.99.27.127;SSDP;1;0;0;0;0;0;SA4
35;115.99.27.127;SSDP;1;0;0;0;0;0;SA4_Rep2
35;115.99.27.127;SSDP;1;0;0;0;0;0;SA4_Rep3
35;115.99.27.127;SLDP;0;1;0;0;0;0;SA5
35;115.99.27.127;SLDP;0;1;0;0;0;0;SA5_Rep2
35;115.99.27.127;SLDP;0;1;0;0;0;0;SA5_Rep3
35;115.99.27.127;SPDL;0;0;0;0;1;0;SA6
35;115.99.27.127;SPDL;0;0;0;0;1;0;SA6_Rep2
35;115.99.27.127;SPDL;0;0;0;0;1;0;SA6_Rep3
35;115.99.27.127;SLSS;0;1;0;0;0;0;SA7
35;115.99.27.127;SLSS;0;1;0;0;0;0;SA7_Rep2
35;115.99.27.127;SLSS;0;1;0;0;0;0;SA7_Rep3
35;115.99.27.127;SPSL;0;1;0;0;0;0;SA8
35;115.99.27.127;SPSL;0;1;0;0;0;0;SA8_Rep2
35;115.99.27.127;SPSL;0;1;0;0;0;0;SA8_Rep3
35;115.99.27.127;SPDS;0;0;0;1;0;0;SA9
35;115.99.27.127;SPDS;0;0;0;1;0;0;SA9_Rep2
35;115.99.27.127;SPDS;0;0;0;1;0;0;SA9_Rep3
35;115.99.27.127;SSSP;1;0;0;0;0;0;SA10
35;115.99.27.127;SSSP;1;0;0;0;0;0;SA10_Rep2
35;115.99.27.127;SSSP;1;0;0;0;0;0;SA10_Rep3
35;115.99.27.127;SLDS;0;1;0;0;0;0;SA11
